SMILES_acc,SMILES_don,Voc,Jsc,FF,PCE,HOMO_A,LUMO_A,EgCV_A,λ_A_absorption,EgA_opt,HOMO_D,LUMO_D,EgCV_D,λ_D_absorption,EgD_opt
CCc1c(/C=C2\C(=O)c3c(ccc(Br)c3Cl)C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8c(ccc(Br)c8Cl)C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.89,23.2,78.3,16.1,-5.71,-3.84,1.87,870.0,1.43,-5.6,-3.51,2.09,680.0,1.82
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc4c5c(sc34)c6c(CN5CC(CC)CCCC)c%12c(c7nsnc67)c%11sc%10c(CCCCCCCCCCC)c(C=c9c(=O)c8cc(CF)c(F)cc8c9=C(C#N)C#N)sc%10c%11n%12CC(CC)CCCC,c1cc2c(s1)c(c1c(c2c2cc(c(s2)C[C@H](CC)CCCC)F)sc(c1)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1C[C@@H](CC)CCCC)C[C@H](CC)CCCC)c1cccs1)c1cc(c(s1)C[C@@H](CCCC)CC)F,0.92,13.3,53.5,6.6,-5.73,-3.76,1.97,858.0,1.45,-5.6,-3.51,2.09,680.0,1.82
CCOc1c(/C=C2\C(=O)c3cc(F)c(F)cc3C2=C(C#N)C#N)sc2c1sc1c3c4nsnc4c4c5sc6c(CC)c(/C=C7\C(=O)c8cc(F)c(F)cc8C7=C(C#N)C#N)sc6c5n(CC)c4c3n(CC)c21,c1cc2c(s1)c(c1c(c2c2cc(c(s2)C[C@H](CC)CCCC)F)sc(c1)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1C[C@@H](CC)CCCC)C[C@H](CC)CCCC)c1cccs1)c1cc(c(s1)C[C@@H](CCCC)CC)F,0.85,25.73,74.6,16.3,-5.81,-3.95,1.86,918.0,1.35,-5.6,-3.51,2.09,680.0,1.82
CCCCCCCCOC2c1sc5c(c1SC2C=c4c(=O)c3cc(F)c(F)cc3c4=C(C#N)C#N)n(CC(CC)CCCC)c%12c5c6nsnc6c%11c%10sc9c(OCCCCCCC)c(C=c8c(=O)c7cc(F)c(F)cc7c8=C(C#N)C#N)sc9c%10n(CC(CC)CCCC)c%11%12,c1cc2c(s1)c(c1c(c2c2cc(c(s2)C[C@H](CC)CCCC)F)sc(c1)c1ccc(s1)c1sc(c2c1C(=O)c1c(C2=O)c(sc1C[C@@H](CC)CCCC)C[C@H](CC)CCCC)c1cccs1)c1cc(c(s1)C[C@@H](CCCC)CC)F,0.9,23.42,77.6,16.4,-5.81,-3.9,1.91,882.0,1.41,-5.6,-3.51,2.09,680.0,1.82
CCCCCCCCCCCc3c(C=c2c(=O)c1cc(Cl)c(Cl)cc1c2=C(C#N)C#N)sc4c%12c(sc34)c5c(c%11c(c6nsnc56)c%10sc9c(CCCCCCCCCCC)c(C=c8c(=O)c7cc(Cl)c(Cl)cc7c8=C(C#N)C#N)sc9c%10n%11C(CCCC)CCCCCC)C%12CC(CCCC)CCCCCC,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.9,23.37,69.9,14.7,-5.83,-3.9,1.93,869.0,1.43,-5.6,-3.51,2.09,680.0,1.82
CCCCCCCCCCCOc3c(C=c2c(=O)c1cc(Cl)c(Cl)cc1c2=C(C#N)C#N)sc4c%12c(sc34)c5c(c%11c(c6nsnc56)c%10sc9c(CCCCCCCCCCC)c(C=c8c(=O)c7cc(Cl)c(Cl)cc7c8=C(C#N)C#N)sc9c%10n%11C(CCC)CCCCC)C%12CC(CCC)CCCCC,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.91,23.85,78.8,17.1,-5.84,-3.9,1.94,878.0,1.41,-5.6,-3.51,2.09,680.0,1.82
CCCCCCCCCCCOc3c(C=c2c(=O)c1cc(Cl)c(Cl)cc1c2=C(C#N)C#N)sc4c%12c(sc34)c5c(c%11c(c6nsnc56)c%10sc9c(CCCCCCCCCCC)c(C=c8c(=O)c7cc(Cl)c(Cl)cc7c8=C(C#N)C#N)sc9c%10n%11C(CC)CCCC)C%12CC(CC)CCCC,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.96,21.14,77.2,15.6,-5.85,-3.79,2.06,818.0,1.52,-5.6,-3.51,2.09,680.0,1.82
CCCCCCCCCCCOc3c(C=c2c(=O)c1cc(Cl)c(Cl)cc1c2=C(C#N)C#N)sc4c%12c(sc34)c5c(c%11c(c6nsnc56)c%10sc9c(CCCCCCCCCCC)c(C=c8c(=O)c7cc(Cl)c(Cl)cc7c8=C(C#N)C#N)sc9c%10n%11C(CCCC)CCCCCC)C%12CC(CCCC)CCCCCC,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.821,15.27,56.2,7.05,-5.99,-4.05,1.94,800.0,1.55,-5.5,-3.61,1.89,690.0,1.8
CCCCCCCCCCCOc3c(C=c2c(=O)c1cc(Cl)c(Cl)cc1c2=C(C#N)C#N)sc4c%12c(sc34)c5c(c%11c(c6nsnc56)c%10sc9c(OCCCCCCCCCCC)c(C=c8c(=O)c7cc(Cl)c(Cl)cc7c8=C(C#N)C#N)sc9c%10n%11C(CCCC)CCCCCC)C%12CC(CCCC)CCCCCC,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.825,15.81,64.3,8.38,-5.99,-4.05,1.94,800.0,1.55,-5.5,-3.61,1.89,690.0,1.8
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)c9cc8c5sc4cc(C=c3c(=O)c2c(Cl)scc2c3=C(C#N)C#N)sc4c5C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10c(Cl)scc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.83,16.16,67.6,9.07,-5.99,-4.05,1.94,800.0,1.55,-5.5,-3.61,1.89,690.0,1.8
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)c9cc8c5sc4cc(C=c3c(=O)c2c(Cl)scc2c3=C(C#N)C#N)sc4c5C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10c(Cl)scc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.831,16.34,70.4,9.55,-5.99,-4.05,1.94,800.0,1.55,-5.5,-3.61,1.89,690.0,1.8
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)c9cc8c5sc4cc(C=c3c(=O)c2c(Cl)scc2c3=C(C#N)C#N)sc4c5C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10c(Cl)scc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.84,25.47,77.1,16.52,-5.6,-4.1,1.5,910.0,1.36,-5.5,-3.61,1.89,690.0,1.8
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)c9cc8c5sc4cc(C=c3c(=O)c2c(Cl)scc2c3=C(C#N)C#N)sc4c5C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10c(Cl)scc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.845,25.64,77.7,16.83,-5.6,-4.1,1.5,910.0,1.36,-5.5,-3.61,1.89,690.0,1.8
CCCCCCC(CCCC)Cc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CC(CCCC)CCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.846,25.82,78.2,17.1,-5.6,-4.1,1.5,910.0,1.36,-5.5,-3.61,1.89,690.0,1.8
CCCCCCC(CCCC)Cc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CC(CCCC)CCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.853,25.5,77.6,16.88,-5.6,-4.1,1.5,910.0,1.36,-5.5,-3.61,1.89,690.0,1.8
CCCCCCC(CCCC)Cc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CC(CCCC)CCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.912,19.48,75.5,13.42,-5.58,-4.01,1.57,840.0,1.47,-5.5,-3.61,1.89,690.0,1.8
CCCCCCC(CCCC)Cc3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CC(CCCC)CCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CC)CCCC)c9c%10n(CC(CC)CCCC)c%11%12,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.916,20.06,77.1,14.17,-5.58,-4.01,1.57,840.0,1.47,-5.5,-3.61,1.89,690.0,1.8
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)c9cc8c5sc4cc(C=c3c(=O)c2c(Cl)scc2c3=C(C#N)C#N)sc4c5C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10c(Cl)scc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.917,20.06,77.1,13.87,-5.58,-4.01,1.57,840.0,1.47,-5.5,-3.61,1.89,690.0,1.8
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)c9cc8c5sc4cc(C=c3c(=O)c2c(Cl)scc2c3=C(C#N)C#N)sc4c5C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10c(Cl)scc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.919,19.56,75.7,13.62,-5.58,-4.01,1.57,840.0,1.47,-5.5,-3.61,1.89,690.0,1.8
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)c9cc8c5sc4cc(C=c3c(=O)c2c(Cl)scc2c3=C(C#N)C#N)sc4c5C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10c(Cl)scc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.93,22.04,72.1,14.78,-5.66,-3.7,1.96,892.0,1.39,-5.15,-3.22,1.93,690.0,1.8
CCCCCCc%15ccc(C%14(c1ccc(CCCCCC)cc1)c9cc8c5sc4cc(C=c3c(=O)c2c(Cl)scc2c3=C(C#N)C#N)sc4c5C(c6ccc(CCCCCC)cc6)(c7ccc(CCCCCC)cc7)c8cc9c%13sc%12cc(C=c%11c(=O)c%10c(Cl)scc%10c%11=C(C#N)C#N)sc%12c%13%14)cc%15,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.933,22.26,72.9,15.14,-5.66,-3.7,1.96,892.0,1.39,-5.15,-3.22,1.93,690.0,1.8
CCCCCCCCCCCc%12c(C=c3c(=O)c2cc(c1ccc(C)s1)ccc2c3=C(C#N)C#N)sc%13c%11cc(CC(CCCCCCCC)CCCCCCCCCC)c9c(c4nsnc4c%10c8sc7c(CCCCCCCCCCC)c(C=c6c(=O)c5cc(C)ccc5c6=C(C#N)C#N)sc7c8n(CC(CCCCCCCC)CCCCCCCCCC)c9%10)c%11sc%12%13,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.935,22.34,73.6,15.39,-5.66,-3.7,1.96,892.0,1.39,-5.15,-3.22,1.93,690.0,1.8
CCCCCCCCCCCc%12c(C=c3c(=O)c2cc(c1ccc(C)s1)ccc2c3=C(C#N)C#N)sc%13c%11cc(CC(CCCCCCCC)CCCCCCCCCC)c9c(c4nsnc4c%10c8sc7c(CCCCCCCCCCC)c(C=c6c(=O)c5cc(C)ccc5c6=C(C#N)C#N)sc7c8n(CC(CCCCCCCC)CCCCCCCCCC)c9%10)c%11sc%12%13,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.936,22.77,73.2,15.62,-5.66,-3.7,1.96,892.0,1.39,-5.15,-3.22,1.93,690.0,1.8
CCCCCCCCCCCc%12c(C=c3c(=O)c2cc(c1ccc(C)s1)ccc2c3=C(C#N)C#N)sc%13c%11cc(CC(CCCCCCCC)CCCCCCCCCC)c9c(c4nsnc4c%10c8sc7c(CCCCCCCCCCC)c(C=c6c(=O)c5cc(C)ccc5c6=C(C#N)C#N)sc7c8n(CC(CCCCCCCC)CCCCCCCCCC)c9%10)c%11sc%12%13,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.83,27.62,70.52,16.17,-5.68,-4.37,1.31,941.0,1.31,-5.48,-3.64,1.84,680.0,1.82
CCCCCCCCCCCc%12c(C=c3c(=O)c2cc(c1ccc(C)s1)ccc2c3=C(C#N)C#N)sc%13c%11cc(CC(CCCCCCCC)CCCCCCCCCC)c9c(c4nsnc4c%10c8sc7c(CCCCCCCCCCC)c(C=c6c(=O)c5cc(C)ccc5c6=C(C#N)C#N)sc7c8n(CC(CCCCCCCC)CCCCCCCCCC)c9%10)c%11sc%12%13,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.87,23.14,68.13,13.72,-5.55,-4.23,1.32,939.0,1.32,-5.48,-3.64,1.84,680.0,1.82
CCCCCCCCCCCc4c(C=c3c(=O)c2cc1cc(F)c(F)cc1cc2c3=C(C#N)C#N)sc%13c4sc%14c%12c5nsnc5c%11c%10sc9c(CCCCCCCCCCC)c(C=c8c(=O)c7cc6cc(F)c(F)cc6cc7c8=C(C#N)C#N)sc9c%10n(CC(CCCC)CCCCCC)c%11c%12n(CC(CCCC)CCCCCC)c%13%14,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.9,18.41,56.03,9.28,-5.45,-4.1,1.35,920.0,1.35,-5.48,-3.64,1.84,680.0,1.82
CCCCCCCCCCCc4c(C=c3c(=O)c2cc1ccc(F)cc1cc2c3=C(C#N)C#N)sc%13c4sc%14c%12c5nsnc5c%11c%10sc9c(CCCCCCCCCCC)c(C=c8c(=O)c7cc6ccc(F)cc6cc7c8=C(C#N)C#N)sc9c%10n(CC(CCCC)CCCCCC)c%11c%12n(CC(CCCC)CCCCCC)c%13%14,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.86,25.08,80.33,17.22,-5.65,-3.9,1.75,906.0,1.37,-5.53,-2.81,2.72,680.0,1.82
CCCCCCCCCCCc4c(C=c3c(=O)c2cc1ccccc1cc2c3=C(C#N)C#N)sc%13c4sc%14c%12c5nsnc5c%11c%10sc9c(CCCCCCCCCCC)c(C=c8c(=O)c7cc6ccccc6cc7c8=C(C#N)C#N)sc9c%10n(CC(CCCC)CCCCCC)c%11c%12n(CC(CCCC)CCCCCC)c%13%14,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.86,26.11,78.13,17.57,-5.66,-3.89,1.77,886.0,1.4,-5.53,-2.81,2.72,680.0,1.82
CCCCCCc%14cccc(c3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%12c3sc%13c%11c4nsnc4c%10c9sc8c(c5cccc(CCCCCC)c5)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CC(CCC)CCCC)c%10c%11n(CC(CC)CCCC)c%12%13)c%14,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.88,25.85,80.08,18.22,-5.65,-3.87,1.78,877.0,1.41,-5.53,-2.81,2.72,680.0,1.82
CCCCC(CC)CCc%14cccc(c3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%12c3sc%13c%11c4nsnc4c%10c9sc8c(c5cccc(CCC(CC)CCCC)c5)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CC(CCC)CCCC)c%10c%11n(CC(CC)CCCC)c%12%13)c%14,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.852,26.6,71.7,16.3,-5.65,-4.1,1.55,910.0,1.36,-5.41,-3.47,1.94,680.0,1.82
CCCCC(CC)Cc%14cccc(c3c(C=c2c(=O)c1cc(F)c(F)cc1c2=C(C#N)C#N)sc%12c3sc%13c%11c4nsnc4c%10c9sc8c(c5cccc(CC(CC)CCCC)c5)c(C=c7c(=O)c6cc(F)c(F)cc6c7=C(C#N)C#N)sc8c9n(CC(CCC)CCCC)c%10c%11n(CC(CC)CCCC)c%12%13)c%14,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.866,26.5,76.1,17.5,-5.65,-4.1,1.55,900.0,1.38,-5.41,-3.47,1.94,680.0,1.82
CCCCCCCCCCCC1=C(SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(C=C2C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)=C1CCCCCCCCCCC)C=C1C(=O)C2=CC(F)=C(F)C=C2C1=C(C#N)C#N,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.84,26.8,78.5,17.9,-5.69,-4.03,1.66,900.0,1.38,-5.51,-3.65,1.86,680.0,1.82
CCCCCCCCCCCC1=C(SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(C=C2C(=O)C3=CC(F)=C(F)C=C3C2=C(C#N)C#N)=C1CCCCCCCCCCC)C=C1C(=O)C2=CC(F)=C(F)C=C2C1=C(C#N)C#N,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.87,27.2,79.0,19.1,-5.72,-4.01,1.71,903.0,1.37,-5.51,-3.65,1.86,680.0,1.82
CCCCCCCCCCCc3c(/C=C/2C(=O)c1cc(F)c(F)cc1C2C(C#N)C#N)sc%11c3sc%12c%10c4nsnc4c9c8sc7c(CCCCCCCCCCC)c(C=c6c(=O)c5cc(F)c(F)cc5c6=C(C#N)C#N)sc7c8n(CC(CCCC)CCCCCC)c9c%10n(CC(CCCC)CCCCCC)c%11%12,CCCCC(CC)CC1=C(C=C(S1)C2=C3C=C(SC3=C(C4=C2SC(=C4)C5=CC=C(S5)C6=C7C(=C(S6)C8=CC=C(S8)C)C(=O)C9=C(SC(=C9C7=O)CC(CC)CCCC)CC(CC)CCCC)C1=CC(=C(S1)CC(CC)CCCC)F)C)F,0.83,25.24,74.0,15.35,-5.76,-4.03,1.73,910.0,1.36,-5.53,-3.75,1.78,675.0,1.84
